"","Lizard_ID","eggID","bd_liz_id","clutch","egg_encl_ID","species","trt","temp","hormone","hatch_date_dmy","season","date_egg_laid_dmy","Julian_lay","days_to_hatch","Julian_hatch_date","egg_mass","egg_length_mm","egg_width_mm","hatch_mass_g","hatch_svl_mm","hatch_tail_orig_mm","juv1_measure_date_dmy","juv1_SVL_mm","juv1_measure_tail_mm","juv1_mass_g","Liz_ID","juv2_measure_date_dmy","juv2_SVL_mm","juv2_measure_tail_mm","juv2_mass_g","person_juv2","liz_status_db","mortality_date_dmy","tail_loss_hatching","tail_loss_juv1","tail_loss_juv2","tail_loss_overall","notes_juv1","notes_juv2","notes_db","juv3_date","juv3_measure_time","Plate_CORT_juv3","juv3_sample_ID","sex","juv3_data_ssue_Y_N","juv3_SVL_mm","juv3_tail_mm","juv3_mass_g","juv3_temperature","juv3_CORT_Treatment","juv3_HandlingTime_sec","juv3_Testosterone_plate","juv3_Testosterone_Final_ng_ml","juv3_T4_plate","juv3_T4_corrected_ng_mL","juv3_Sample_volume_ul","juv3_CORT_Final_Hormone_ng_mL","notes_juv3","juv3_inject_time_sec","juv3_liver_time_sec","juv3_oroboros","juv3_chamber","juv3_basal_corrected.pmol..sec.ng..","juv3_adp_corrected.pmol..sec.ng..","juv3_oligo_corrected.pmol..sec.ng..","juv3_fccp_corrected.pmol..sec.ng..","juv3_RCR.L.R.","juv3_RCR.L.ETS.","juv3_RCR.R.ETS.","juv3_oroboros_comments","Juvenile1_Age","Juvenile2_Age","Juvenile3_Age","hatch_juv3_SVL_growth","hatch_juv3_MASS_growth","hatch_juv1_SVL_growth","hatch_juv1_mass_growth","juv1_juv3_svl_growth","juv1_juv3_mass_growth","hatch_mass_svl","juv1_mass_svl","juv2_mass_svl","juv3_mass_svl","log_hatch_mass","log_hatch_SVL","log_juv1_mass","log_juv1_SVL","log_juv2_mass","log_juv2_SVL","log_juv3_mass","log_juv3_SVL","ScaledMass_hatch","ScaledMass_juv1","ScaledMass_juv2","ScaledMass_juv3"
"50","LD781_21","EG781_21","LD781_21","CL221_21","E018_M","delicata","C_23_Topical","23","control","27/02/2022","2021/22","7/01/2022",7,51,58,0.126,8.09,5.55,0.116,19,26,NA,NA,NA,NA,"LD781_21",NA,NA,NA,NA,"","DEAD","2/06/2022",0,0,0,0,"","","died after hatching; 02/06/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,164,NA,NA,NA,NA,NA,NA,NA,0.00610526315789474,NA,NA,NA,-2.15416508787577,2.94443897916644,NA,NA,NA,NA,NA,NA,0.094111091239646,NA,NA,NA
"51","LD783_21","EG783_21","LD783_21","CL221_21","E018_M","delicata","CORT_28_5pg_Topical","28","low","6/02/2022","2021/22","7/01/2022",7,30,37,0.129,7.52,5.53,0.116,17,23,NA,NA,NA,NA,"LD783_21",NA,NA,NA,NA,"","DEAD","6/02/2022",0,0,0,0,"","died after hatching; 6/2/22","died after hatching; 6/2/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,185,NA,NA,NA,NA,NA,NA,NA,0.00682352941176471,NA,NA,NA,-2.15416508787577,2.83321334405622,NA,NA,NA,NA,NA,NA,0.121735361442215,NA,NA,NA
"52","LD784_21","EG784_21","LD784_21","CL221_21","E018_M","delicata","C_28_Topical","28","control","6/02/2022","2021/22","7/01/2022",7,30,37,0.134,7.99,5.62,0.135,18,27,"3/06/2022",29.5,44.5,0.525,"LD784_21","10/08/2022",36,61,0.719,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-23,"9:10","6",37,"M","N",40,67,1.354,28,"control",117,"T1",881.92,"2",0.81,5,165.79,"",22,189,72809,"A",0.3377,1.6323,0.0247,4.6283,0.0731,0.0485,0.6645,"",117,185,472,0.0466101694915254,0.00258262711864407,0.0982905982905983,0.00333333333333333,0.0295774647887324,0.00233521126760563,0.0075,0.0177966101694915,0.0199722222222222,0.03385,-2.00248050054371,2.89037175789616,-0.644357016390513,3.38439026334577,-0.32989392126109,3.58351893845611,0.303063174490083,3.68887945411394,0.124122728924524,0.515675549272468,0.50695857486365,1.53971969098315
"53","LD785_21","EG785_21","LD785_21","CL222_21","E031_M","delicata","C_28_Topical","28","control","7/02/2022","2021/22","7/01/2022",7,31,38,0.166,8.57,6.04,0.153,18,27,"3/06/2022",30.5,42,0.565,"LD785_21","10/08/2022",33,51,0.726,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-06-01,"13:21","4",71,"M","N",41,60,1.258,28,"control",176,"T2",1020.65,"4",0.33,5,179.09,"",36,307,72810,"A",0.1716,1.0847,0.116,6.2958,0.6759,0.2473,0.3658,"",116,184,480,0.0479166666666667,0.00230208333333333,0.107758620689655,0.00355172413793103,0.0288461538461538,0.00190384615384615,0.0085,0.0185245901639344,0.022,0.0306829268292683,-1.8773173575897,2.89037175789616,-0.570929547835696,3.41772668361337,-0.320205264157341,3.49650756146648,0.229523158278249,3.71357206670431,0.14067242611446,0.509690874463878,0.641461739306759,1.33273884421122
"54","LD786_21","EG786_21","LD786_21","CL222_21","E031_M","delicata","CORT_28_10pg_Topical","28","high","24/02/2022","2021/22","7/01/2022",7,48,55,0.172,9.18,6.07,0.125,18,27,"3/06/2022",29,42,0.42,"LD786_21","10/08/2022",33,44,0.636,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-30,"8:46","3",51,"F","N",42,65,1.586,28,"high",112,"",NA,"2",1.36,5,258.02,"",12,205,72810,"A",0.3246,2.536,0.2563,65.9,0.7897,0.1485,0.1881,"",99,167,461,0.052060737527115,0.00316919739696312,0.111111111111111,0.00297979797979798,0.0359116022099447,0.00322099447513812,0.00694444444444444,0.0144827586206897,0.0192727272727273,0.0377619047619048,-2.07944154167984,2.89037175789616,-0.867500567704723,3.36729582998647,-0.452556715642015,3.49650756146648,0.461215123212656,3.73766961828337,0.114928452707893,0.430941657278399,0.561941688979475,1.56801515702118
"55","LD787_21","EG787_21","LD787_21","CL222_21","E031_M","delicata","CORT_28_5pg_Topical","28","low","7/02/2022","2021/22","7/01/2022",7,31,38,0.18,9.37,6.22,0.149,18,28,"3/06/2022",28,37,0.407,"LD787_21",NA,NA,NA,NA,"","DEAD","22/06/2022",0,0,0,0,"labelled 772 but there is another 772 and based on date 787","","Found dead 22/06/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,184,NA,NA,NA,0.0862068965517241,0.00222413793103448,NA,NA,0.00827777777777778,0.0145357142857143,NA,NA,-1.90380897303668,2.89037175789616,-0.898942093539542,3.3322045101752,NA,NA,NA,NA,0.136994715627808,0.45673891218955,NA,NA
"56","LD788_21","EG788_21","LD788_21","CL223_21","E022_F120","delicata","C_23_Topical","23","control","27/02/2022","2021/22","7/01/2022",7,51,58,0.153,8.49,6.01,0.122,18,26,NA,NA,NA,NA,"LD788_21",NA,NA,NA,NA,"","DEAD","3/06/2022",0,0,0,0,"dead","","hatchling found dead 3/06/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,164,NA,NA,NA,NA,NA,NA,NA,0.00677777777777778,NA,NA,NA,-2.10373423424888,2.89037175789616,NA,NA,NA,NA,NA,NA,0.112170169842903,NA,NA,NA
"57","LD790_21","EG790_21","LD790_21","CL223_21","E022_F120","delicata","CORT_23_5pg_Topical","23","low","27/02/2022","2021/22","7/01/2022",7,51,58,0.138,8.02,5.54,0.11,18,25,NA,29,48,0.454,"LD790_21","10/08/2022",29,47,0.403,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-01,"9:04","4",67,"M","N",37,63,1.127,23,"low",142,"T2",1034.39,"4",0.65,5,191.22,"",36,277,72810,"A",0.2287,1.3445,0.168,13.6533,0.7345,0.2272,0.3094,"",96,164,460,0.041304347826087,0.00221086956521739,0.114583333333333,0.00358333333333333,0.021978021978022,0.0018489010989011,0.00611111111111111,0.0156551724137931,0.0138965517241379,0.0304594594594595,-2.20727491318972,2.89037175789616,-0.789658080940789,3.36729582998647,-0.908818717035454,3.36729582998647,0.119559235057639,3.61091791264422,0.101137038382945,0.465827410486651,0.497800090917265,1.60273027859957
"58","LD791_21","EG791_21","LD791_21","CL224_21","E019_F120","delicata","CORT_23_10pg_Topical","23","high","23/02/2022","2021/22","7/01/2022",7,47,54,0.143,8.5,5.79,0.125,17,23,"3/06/2022",30,44,0.477,"LD791_21","10/08/2022",35,53,0.825,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-07,"8:42","5",84,"M","N",41,66,1.596,23,"high",133,"T2",775.05,"4",0.47,5,185.15,"",22,207,72810,"B",0.2644,1.5725,0.1995,15.6603,0.7546,0.2435,0.3227,"",100,168,470,0.051063829787234,0.00312978723404255,0.13,0.00352,0.0297297297297297,0.00302432432432432,0.00735294117647059,0.0159,0.0235714285714286,0.0389268292682927,-2.07944154167984,2.83321334405622,-0.740238788093796,3.40119738166216,-0.192371892647456,3.55534806148941,0.467500499027617,3.71357206670431,0.131180346381697,0.448851003134452,0.625781955414659,1.69081971014396
"59","LD792_21","EG792_21","LD792_21","CL224_21","E019_F120","delicata","CORT_28_10pg_Topical","28","high","6/02/2022","2021/22","7/01/2022",7,30,37,0.126,8.3,5.58,0.113,17,24,"3/06/2022",28,36,0.364,"LD792_21","10/08/2022",32,43,0.532,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-30,"9:01","3",54,"M","N",39,58,1.277,28,"high",193,"T1",632.87,"2",0.33,5,176.59,"swelling on front legs, skin shed?",23,314,72809,"B",0.6678,3.4577,0.3677,35.4507,0.5506,0.1712,0.3109,"swelling on front legs, skin shed?",117,185,479,0.045929018789144,0.00243006263048017,0.094017094017094,0.00214529914529915,0.0303867403314917,0.00252209944751381,0.00664705882352941,0.013,0.016625,0.0327435897435897,-2.1803674602698,2.83321334405622,-1.0106014113454,3.3322045101752,-0.631111789640493,3.46573590279973,0.244513577050402,3.66356164612965,0.118587033129054,0.40848394112284,0.509096632632095,1.56153334283993
"60","LD793_21","EG793_21","LD793_21","CL224_21","E019_F120","delicata","CORT_23_5pg_Topical","23","low","24/02/2022","2021/22","7/01/2022",7,48,55,0.129,8.32,5.47,0.104,17,24,"3/06/2022",29.5,44.5,0.467,"LD793_21","10/08/2022",32,50,0.68,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-31,"12:05","4",63,"M","N",41,70,1.517,23,"low",126,"T2",518.12,"4",0.39,5,153.94,"",16,206,72810,"A",0.2392,1.9482,0.2086,13.8897,0.8719,0.2602,0.2984,"",99,167,462,0.051948051948052,0.00305844155844156,0.126262626262626,0.00366666666666667,0.0316804407713499,0.00289256198347107,0.00611764705882353,0.0158305084745763,0.02125,0.037,-2.26336437984076,2.83321334405622,-0.76142602131324,3.38439026334577,-0.385662480811985,3.46573590279973,0.416734700366395,3.71357206670431,0.109142048189572,0.458705679067129,0.650725019153806,1.60712625331353
"61","LD794_21","EG794_21","LD794_21","CL225_21","E030_M","delicata","CORT_23_10pg_Topical","23","high","27/02/2022","2021/22","7/01/2022",7,51,58,0.163,7.92,6.27,0.127,17,23,NA,NA,NA,NA,"LD794_21",NA,NA,NA,NA,"","DEAD","30/05/2022",0,0,0,0,"","","hatchling died 30/05/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,164,NA,NA,NA,NA,NA,NA,NA,0.00747058823529412,NA,NA,NA,-2.06356819252355,2.83321334405622,NA,NA,NA,NA,NA,NA,0.133279231923805,NA,NA,NA
"62","LD795_21","EG795_21","LD795_21","CL225_21","E030_M","delicata","CORT_23_5pg_Topical","23","low","25/02/2022","2021/22","7/01/2022",7,49,56,0.158,7.32,6.39,0.116,16,24,"3/06/2022",30.5,43,0.531,"LD795_21","10/08/2022",34,49,0.746,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-06,"8:56","4",76,"M","N",42,65,1.448,23,"low",156,"T2",1020.34,"4",0.19,5,449.23,"",27,242,72810,"B",0.4177,2.7309,0.3836,14.4562,0.9183,0.3375,0.3675,"",98,166,467,0.0556745182012848,0.00285224839400428,0.147959183673469,0.00423469387755102,0.0311653116531165,0.00248509485094851,0.00725,0.0174098360655738,0.0219411764705882,0.0344761904761905,-2.15416508787577,2.77258872223978,-0.632993257740198,3.41772668361337,-0.293029678778376,3.52636052461616,0.370183293963525,3.73766961828337,0.140068771827136,0.479019211221804,0.610032715303916,1.43158004247583
"63","LD796_21","EG796_21","LD796_21","CL226_21","E030_M","delicata","CORT_23_10pg_Topical","23","high","27/02/2022","2021/22","7/01/2022",7,51,58,0.137,7.42,6.04,0.106,18,23,NA,NA,NA,NA,"LD796_21",NA,NA,NA,NA,"","DEAD","3/06/2022",0,0,0,0,"dead","","hatchling found dead 3/06/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,164,NA,NA,NA,NA,NA,NA,NA,0.00588888888888889,NA,NA,NA,-2.24431618487007,2.89037175789616,NA,NA,NA,NA,NA,NA,0.0974593278962929,NA,NA,NA
"64","LD797_21","EG797_21","LD797_21","CL226_21","E030_M","delicata","CORT_23_5pg_Topical","23","low","23/02/2022","2021/22","7/01/2022",7,47,54,0.145,7.54,6.18,0.128,18,23,"3/06/2022",29,44,0.426,"LD797_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-05-25,"8:59","3",48,"M","N",42,57,1.309,23,"low",151,"T1",1008.34,"2",0.14,5,234.33,"",19,243,72810,"B",0.487,3.1199,0.4833,16.6446,0.9924,0.3204,0.3228,"",100,168,457,0.0525164113785558,0.00258424507658643,0.11,0.00298,0.0364145658263305,0.0024733893557423,0.00711111111111111,0.0146896551724138,NA,0.0311666666666667,-2.05572501506252,2.89037175789616,-0.853315932712767,3.36729582998647,NA,NA,0.269263486927763,3.73766961828337,0.117686735572882,0.437097966668091,NA,1.29415626768015
"65","LD798_21","EG798_21","LD798_21","CL226_21","E030_M","delicata","CORT_28_10pg_Topical","28","high","6/02/2022","2021/22","7/01/2022",7,30,37,0.14,7.03,5.92,0.12,18,23,"3/06/2022",27.5,39,0.4,"LD798_21","10/08/2022",32,47,0.585,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-17,"10:15","7",14,"F","N",43,63,1.593,28,"high",91,"",NA,"1",0.38,5,70.95,"1000ul sample for bradford",22,149,72809,"B",0.4516,1.5737,0.4402,14.5265,0.9747,0.4123,0.423,"1000ul sample for bradford",117,185,466,0.0536480686695279,0.00316094420600858,0.0811965811965812,0.00239316239316239,0.0444126074498567,0.00341833810888252,0.00666666666666667,0.0145454545454545,0.01828125,0.037046511627907,-2.12026353620009,2.89037175789616,-0.916290731874155,3.31418600467253,-0.536143431750281,3.46573590279973,0.465619030927911,3.76120011569356,0.110331314599577,0.470013172699702,0.559814906183789,1.47214932517898
"66","LD799_21","EG799_21","LD799_21","CL226_21","E030_M","delicata","CORT_28_5pg_Topical","28","low","4/02/2022","2021/22","7/01/2022",7,28,35,0.137,6.99,6.04,0.084,16,21,NA,NA,NA,NA,"LD799_21",NA,NA,NA,NA,"","DEAD","4/02/2022",0,0,0,0,"","died after hatching; 4/2/22","died after hatching; 4/2/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,187,NA,NA,NA,NA,NA,NA,NA,0.00525,NA,NA,NA,-2.47693848013882,2.77258872223978,NA,NA,NA,NA,NA,NA,0.101429110633443,NA,NA,NA
"67","LD800_21","EG800_21","LD800_21","CL227_21","E009_M","delicata","C_28_Topical","28","control","6/02/2022","2021/22","7/01/2022",7,30,37,0.157,8.32,5.98,0.136,18,25,"3/06/2022",32,44,0.524,"LD800_21","10/08/2022",35,55,0.682,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-24,"9:02","3",43,"M","N",41,61,1.286,28,"control",148,"T1",974.74,"2",0.52,5,132.43,"",29,215,72810,"A",0.3101,2.0954,0.4969,18.4694,1.6021,0.3974,0.248,"",117,185,473,0.0486257928118393,0.00243128964059197,0.11965811965812,0.00331623931623932,0.0252808988764045,0.00214044943820225,0.00755555555555556,0.016375,0.0194857142857143,0.0313658536585366,-1.99510039324608,2.89037175789616,-0.646263594661095,3.46573590279973,-0.382725621138675,3.55534806148941,0.251536625815428,3.71357206670431,0.125042156546187,0.41818042018057,0.517313083142784,1.36240234789795
"68","LD801_21","EG801_21","LD801_21","CL227_21","E009_M","delicata","CORT_28_10pg_Topical","28","high","4/02/2022","2021/22","7/01/2022",7,28,35,0.16,8.27,6.34,0.096,16,24,NA,NA,NA,NA,"LD801_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,187,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,-2.3434070875143,2.77258872223978,NA,NA,NA,NA,NA,NA,0.115918983581078,NA,NA,NA
"69","LD802_21","EG802_21","LD802_21","CL227_21","E009_M","delicata","CORT_28_5pg_Topical","28","low","4/02/2022","2021/22","7/01/2022",7,28,35,0.16,7.63,6.25,0.095,17,21,NA,NA,NA,NA,"LD802_21",NA,NA,NA,NA,"","DEAD","4/02/2022",0,0,0,0,"","died after hatching; 4/2/22","died after hatching; 4/2/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,187,NA,NA,NA,NA,NA,NA,NA,0.00558823529411765,NA,NA,NA,-2.3538783873816,2.83321334405622,NA,NA,NA,NA,NA,NA,0.09969706325009,NA,NA,NA
"70","LD803_21","EG803_21","LD803_21","CL228_21","E029_F120","delicata","C_28_Topical","28","control","7/02/2022","2021/22","10/01/2022",10,28,38,0.149,7.82,6.15,0.096,17,21,"3/06/2022",29.5,44,0.442,"LD803_21","10/08/2022",31,46,0.677,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,184,NA,NA,NA,0.107758620689655,0.00298275862068965,NA,NA,0.00564705882352941,0.0149830508474576,0.0218387096774194,NA,-2.3434070875143,2.83321334405622,-0.816445396904439,3.38439026334577,-0.390084006069862,3.43398720448515,NA,NA,0.100746506021144,0.434149700530344,0.703448065429556,NA
"71","LD807_21","EG807_21","LD807_21","CL229_21","E020_F120","delicata","CORT_23_10pg_Topical","23","high","1/03/2022","2021/22","10/01/2022",10,50,60,0.102,7.48,5.12,0.071,15,18,"3/06/2022",28.5,35,0.347,"LD807_21","10/08/2022",28,35,0.392,"DCL","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,162,NA,NA,NA,0.143617021276596,0.00293617021276596,NA,NA,0.00473333333333333,0.0121754385964912,0.014,NA,-2.64507540194082,2.70805020110221,-1.05843049903528,3.3499040872746,-0.936493439191674,3.3322045101752,NA,NA,0.0995404305967137,0.372203307584074,0.53034095685019,NA
"72","LD808_21","EG808_21","LD808_21","CL229_21","E020_F120","delicata","C_28_Topical","28","control","11/02/2022","2021/22","10/01/2022",10,32,42,0.117,7.87,5.44,0.088,16,14,"3/06/2022",31,31,0.446,"LD808_21","10/08/2022",35,31,0.641,"PR","ALIVE",NA,1,0,0,1,"tail has regrown; was lost at one point","","",2020-05-19,"14:04",NA,23,"F","N",44,43,1.323,NA,"",NA,"",NA,"1",NA,NA,NA,"no hormone data?",25,279,72810,"A",0.1177,1.1337,0.1602,7.5654,1.3611,0.2489,0.1829,"plasma sample congealed, no assayed ",112,180,463,0.060475161987041,0.00266738660907127,0.133928571428571,0.00319642857142857,0.037037037037037,0.0024985754985755,0.0055,0.0143870967741935,0.0183142857142857,0.0300681818181818,-2.43041846450393,2.77258872223978,-0.807436326962073,3.43398720448515,-0.444725822061467,3.55534806148941,0.279901885132819,3.78418963391826,0.106259068282655,0.385980927550856,0.486213616267632,1.1446133934063
"73","LD809_21","EG809_21","LD809_21","CL229_21","E020_F120","delicata","CORT_23_5pg_Topical","23","low",NA,"2021/22","10/01/2022",10,53,63,0.105,6.86,5.31,0.085,17,22,"3/06/2022",26,36.5,0.349,"LD809_21","10/08/2022",27,42,0.371,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-06-07,"12:08","5",88,"M","Y",42,55,1.391,23,"",106,"T2",679.27,NA,NA,5,284.94,"ID unclear from cage card",30,171,72810,"B",0.3302,1.7926,0.2539,25.3045,0.769,0.2457,0.3194,"ID unclear from cage card",91,159,461,0.0542299349240781,0.00283297180043384,0.0989010989010989,0.0029010989010989,0.0432432432432432,0.00281621621621622,0.005,0.0134230769230769,0.0137407407407407,0.0331190476190476,-2.46510402249182,2.83321334405622,-1.05268335677971,3.25809653802148,-0.991553216374702,3.29583686600433,0.330022912941306,3.73766961828337,0.0892026355395542,0.473216339898467,0.551568629874,1.3752264082071
"74","LD811_21","EG811_21","LD811_21","CL230_21","E019_F120","delicata","CORT_28_10pg_Topical","28","high","6/02/2022","2021/22","10/01/2022",10,27,37,0.163,7.8,6.18,0.107,17,22,"3/06/2022",29.5,40,0.462,"LD811_21","10/08/2022",31,42,0.546,"PR","ALIVE",NA,0,0,0,0,"","","",2020-06-01,"13:28","4",72,"M","N",40,59,1.337,28,"high",113,"T2",833.14,"4",0.4,5,189.98,"",25,245,72810,"B",0.3831,2.7424,0.3117,16.4954,0.8137,0.2518,0.3094,"",117,185,481,0.0478170478170478,0.00255717255717256,0.106837606837607,0.00303418803418803,0.0288461538461538,0.00240384615384615,0.00629411764705882,0.0156610169491525,0.0176129032258065,0.033425,-2.23492644452023,2.83321334405622,-0.772190387900398,3.38439026334577,-0.605136303237232,3.43398720448515,0.290428298119806,3.68887945411394,0.112290376502733,0.453794483359772,0.567330345235653,1.52038790756608
"75","LD812_21","EG812_21","LD812_21","CL230_21","E019_F120","delicata","CORT_28_5pg_Topical","28","low",NA,"2021/22","10/01/2022",10,NA,NA,0.16,7.84,6.6,0.114,18,22,"3/06/2022",28,37,0.389,"LD812_21","10/08/2022",30,41,0.495,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-31,"8:52","4",60,"M","N",40,59,1.279,28,"low",159,"T2",742.34,"2",0.82,5,272.91,"swollen arms; 750ul media",24,223,72810,"B",0.2582,1.9721,0.2465,17.2281,0.9549,0.2737,0.2866,"swollen arms; 750ul media",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00633333333333333,0.0138928571428571,0.0165,0.031975,-2.17155683058764,2.89037175789616,-0.944175935363691,3.3322045101752,-0.703197516413447,3.40119738166216,0.246078522596706,3.68887945411394,0.104814748869598,0.436539156859299,0.55998428984202,1.45443241120196
"76","LD815_21","EG815_21","LD815_21","CL231_21","E010_M","delicata","C_23_Topical","23","control","1/03/2022","2021/22","10/01/2022",10,50,60,0.182,9.12,6.37,0.154,20,25,"3/06/2022",30,42.5,0.473,"LD815_21","10/08/2022",31,42,0.582,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-19,"9:46","6",21,"F","N",40,59,1.435,23,"control",252,"",NA,"1",0.1,5,41.58,"maybe LD816_21",22,371,72809,"A",0.1232,0.72,0.106,6.8431,0.8599,0.2096,0.2437,"maybe LD816_21",94,162,445,0.0449438202247191,0.00287865168539326,0.106382978723404,0.0033936170212766,0.0284900284900285,0.00274074074074074,0.0077,0.0157666666666667,0.0187741935483871,0.035875,-1.87080267656851,2.99573227355399,-0.748659890490204,3.40119738166216,-0.541284831250699,3.43398720448515,0.361164849211584,3.68887945411394,0.110957449476783,0.445087053422633,0.604736741624817,1.63182995314684
"77","LD816_21","EG816_21","LD816_21","CL231_21","E010_M","delicata","CORT_23_10pg_Topical","23","high","1/03/2022","2021/22","10/01/2022",10,50,60,0.176,8.62,6.11,0.14,18,26,"3/06/2022",31,43.5,0.455,"LD816_21","10/08/2022",31,43,0.582,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,162,NA,NA,NA,0.138297872340426,0.00335106382978723,NA,NA,0.00777777777777778,0.0146774193548387,0.0187741935483871,NA,-1.96611285637283,2.89037175789616,-0.787457860031187,3.43398720448515,-0.541284831250699,3.43398720448515,NA,NA,0.12871986703284,0.393769780348967,0.604736741624817,NA
"78","LD817_21","EG817_21","LD817_21","CL231_21","E010_M","delicata","CORT_23_5pg_Topical","23","low","1/03/2022","2021/22","10/01/2022",10,50,60,0.189,8.73,6.46,0.141,19,26,"3/06/2022",29.5,46,0.475,"LD817_21","10/08/2022",31,36,0.599,"PR","ALIVE",NA,0,1,1,1,"tip of tail broken off during measuring","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,162,NA,NA,NA,0.111702127659574,0.0035531914893617,NA,NA,0.00742105263157895,0.0161016949152542,0.0193225806451613,NA,-1.95899538860397,2.94443897916644,-0.744440474947496,3.38439026334577,-0.512493680866688,3.43398720448515,NA,NA,0.114393654006811,0.4665635921989,0.622400873253034,NA
"79","LD818_21","EG818_21","LD818_21","CL232_21","E021_M","delicata","CORT_23_10pg_Topical","23","high",NA,"2021/22","10/01/2022",10,53,63,0.145,8.45,5.58,0.134,18,24,"3/06/2022",28,33.5,0.37,"LD818_21","10/08/2022",31,44,0.556,"PR","ALIVE",NA,1,0,0,1,"tail grown back","","",2020-05-25,"9:04","3",49,"F","N",42,61,1.655,23,"high",127,"",NA,"2",0.57,5,151.42,"dilute in 750ul",25,217,72809,"A",0.3341,1.1631,0.294,6.973,0.8798,0.3534,0.4016,"dilute in 750ul",91,159,448,0.0535714285714286,0.00339508928571429,0.10989010989011,0.00259340659340659,0.0392156862745098,0.00359943977591036,0.00744444444444444,0.0132142857142857,0.0179354838709677,0.0394047619047619,-2.00991547903123,2.89037175789616,-0.994252273343867,3.3322045101752,-0.586986984731555,3.43398720448515,0.503801008829026,3.73766961828337,0.123203301302861,0.41521719289959,0.57772101089931,1.63623271429385
