"","Lizard_ID","eggID","bd_liz_id","clutch","egg_encl_ID","species","trt","temp","hormone","hatch_date_dmy","season","date_egg_laid_dmy","Julian_lay","days_to_hatch","Julian_hatch_date","egg_mass","egg_length_mm","egg_width_mm","hatch_mass_g","hatch_svl_mm","hatch_tail_orig_mm","juv1_measure_date_dmy","juv1_SVL_mm","juv1_measure_tail_mm","juv1_mass_g","Liz_ID","juv2_measure_date_dmy","juv2_SVL_mm","juv2_measure_tail_mm","juv2_mass_g","person_juv2","liz_status_db","mortality_date_dmy","tail_loss_hatching","tail_loss_juv1","tail_loss_juv2","tail_loss_overall","notes_juv1","notes_juv2","notes_db","juv3_date","juv3_measure_time","Plate_CORT_juv3","juv3_sample_ID","sex","juv3_data_ssue_Y_N","juv3_SVL_mm","juv3_tail_mm","juv3_mass_g","juv3_temperature","juv3_CORT_Treatment","juv3_HandlingTime_sec","juv3_Testosterone_plate","juv3_Testosterone_Final_ng_ml","juv3_T4_plate","juv3_T4_corrected_ng_mL","juv3_Sample_volume_ul","juv3_CORT_Final_Hormone_ng_mL","notes_juv3","juv3_inject_time_sec","juv3_liver_time_sec","juv3_oroboros","juv3_chamber","juv3_basal_corrected.pmol..sec.ng..","juv3_adp_corrected.pmol..sec.ng..","juv3_oligo_corrected.pmol..sec.ng..","juv3_fccp_corrected.pmol..sec.ng..","juv3_RCR.L.R.","juv3_RCR.L.ETS.","juv3_RCR.R.ETS.","juv3_oroboros_comments","Juvenile1_Age","Juvenile2_Age","Juvenile3_Age","hatch_juv3_SVL_growth","hatch_juv3_MASS_growth","hatch_juv1_SVL_growth","hatch_juv1_mass_growth","juv1_juv3_svl_growth","juv1_juv3_mass_growth","hatch_mass_svl","juv1_mass_svl","juv2_mass_svl","juv3_mass_svl","log_hatch_mass","log_hatch_SVL","log_juv1_mass","log_juv1_SVL","log_juv2_mass","log_juv2_SVL","log_juv3_mass","log_juv3_SVL","ScaledMass_hatch","ScaledMass_juv1","ScaledMass_juv2","ScaledMass_juv3"
"21","LD744_21","EG744_21","LD744_21","CL214_21","E007_F120","delicata","C_28_Topical","28","control","6/02/2022","2021/22","1/01/2022",1,36,37,0.119,9.16,5.48,0.138,19,27,"3/06/2022",28.5,43,0.47,"LD744_21","10/08/2022",31,46,0.563,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-19,"9:53","6",22,"F","N",42,65,1.555,28,"control",125,"",NA,"1",0.64,5,144.84,"",20,209,72809,"B",0.0889,0.9404,0.1814,10.2595,2.0412,0.2472,0.1211,"",117,185,468,0.0491452991452991,0.00302777777777778,0.0811965811965812,0.00283760683760684,0.0384615384615385,0.00309116809116809,0.00726315789473684,0.0164912280701754,0.0181612903225806,0.0370238095238095,-1.98050159382493,2.94443897916644,-0.755022584278033,3.3499040872746,-0.574475650842447,3.43398720448515,0.441475545631197,3.73766961828337,0.111959746474751,0.50413704485451,0.58499447686387,1.53736668926099
"22","LD746_21","EG746_21","LD746_21","CL214_21","E007_F120","delicata","C_23_Topical","23","control","23/02/2022","2021/22","1/01/2022",1,53,54,0.119,8.68,5.49,0.129,17,25,"3/06/2022",31,45,0.496,"LD746_21","10/08/2022",34,54,0.742,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,168,NA,NA,NA,0.14,0.00367,NA,NA,0.00758823529411765,0.016,0.0218235294117647,NA,-2.04794287462046,2.83321334405622,-0.70117935225721,3.43398720448515,-0.298406035814757,3.52636052461616,NA,NA,0.135378117465912,0.429252331984808,0.606761762406844,NA
"23","LD747_21","EG747_21","LD747_21","CL214_21","E007_F120","delicata","CORT_23_5pg_Topical","23","low","24/02/2022","2021/22","1/01/2022",1,54,55,0.115,8.83,5.21,0.131,17,23,"3/06/2022",30.5,45,0.518,"LD747_21","10/08/2022",33,49,0.778,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-19,"14:09","6",24,"M","N",42,66,1.569,23,"low",147,"T1",977.93,"1",0.53,5,111.13,"spinal fluid in blood sample",17,251,72810,"B",0.273,1.4054,0.2239,6.4716,0.8204,0.3249,0.3961,"spinal fluid in blood sample",99,167,450,0.0555555555555556,0.00319555555555556,0.136363636363636,0.00390909090909091,0.0327635327635328,0.00299430199430199,0.00770588235294118,0.016983606557377,0.0235757575757576,0.0373571428571429,-2.03255795578099,2.83321334405622,-0.657780036722654,3.41772668361337,-0.251028754803745,3.49650756146648,0.450438473750896,3.73766961828337,0.137477003008019,0.467291810570423,0.687406657273634,1.55120793276559
"24","LD748_21","EG748_21","LD748_21","CL215_21","E017_M","delicata","CORT_23_10pg_Topical","23","high","23/02/2022","2021/22","1/01/2022",1,53,54,0.157,8,6.37,0.136,19,24,"3/06/2022",29.5,43,0.458,"LD748_21","10/08/2022",32,41,0.641,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-06-01,"9:24","4",70,"M","N",44,62,1.385,23,"high",310,"T2",593.52,NA,NA,3,59.61,"took ages to be euthanized",35,497,72809,"B",0.5624,2.7288,0.3445,8.735,0.6125,0.2472,0.4036,"took ages to be euthanized",100,168,464,0.0538793103448276,0.00269181034482759,0.105,0.00322,0.0398351648351648,0.0025467032967033,0.00715789473684211,0.0155254237288136,0.02003125,0.0314772727272727,-1.99510039324608,2.94443897916644,-0.780886094867952,3.38439026334577,-0.444725822061467,3.46573590279973,0.325700139639302,3.78418963391826,0.110337141453378,0.449865526793886,0.61340402540822,1.19825362801794
"25","LD749_21","EG749_21","LD749_21","CL215_21","E017_M","delicata","CORT_28_10pg_Topical","28","high","4/02/2022","2021/22","1/01/2022",1,34,35,0.152,8.46,6.22,0.111,18,24,"3/06/2022",32,44.5,0.508,"LD749_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-05-23,"8:59","6",35,"M","N",40,60,1.284,28,"high",122,"T1",831.64,"1",0.7,5,127.28,"",27,232,72810,"A",0.2794,1.8511,0.3441,16.2875,1.2315,0.2849,0.2314,"",119,187,474,0.0464135021097046,0.0024746835443038,0.117647058823529,0.00333613445378151,0.0225352112676056,0.00218591549295775,0.00616666666666667,0.015875,NA,0.0321,-2.1982250776698,2.89037175789616,-0.677273831403655,3.46573590279973,NA,NA,0.249980205267769,3.68887945411394,0.102056466004609,0.405411552388797,NA,1.46011822985404
"26","LD750_21","EG750_21","LD750_21","CL215_21","E017_M","delicata","C_23_Topical","23","control","22/02/2022","2021/22","1/01/2022",1,52,53,0.151,8.64,5.99,0.145,18,26,"3/06/2022",29,42,0.47,"LD750_21","10/08/2022",32,54,0.6,"DCL","DEAD","13/08/2022",0,0,0,0,"","","animal died 13/08/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,169,NA,NA,NA,0.108910891089109,0.00321782178217822,NA,NA,0.00805555555555556,0.0162068965517241,0.01875,NA,-1.93102153656156,2.89037175789616,-0.755022584278033,3.36729582998647,-0.510825623765991,3.46573590279973,NA,NA,0.133317005141155,0.482244235525828,0.574169134547476,NA
"27","LD751_21","EG751_21","LD751_21","CL215_21","E017_M","delicata","C_28_Topical","28","control","2/02/2022","2021/22","1/01/2022",1,32,33,0.154,8.4,6.44,0.131,19,25,"3/06/2022",30.5,40,0.52,"LD751_21","10/08/2022",33,44,0.72,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-17,"10:12","7",13,"F","N",40,57,1.278,28,"control",120,"",NA,"1",0.59,5,162.42,"1000ul sample for bradford",21,202,72809,"A",0.321,1.0733,0.3243,12.6409,1.0103,0.444,0.4395,"1000ul sample for bradford",121,189,470,0.0446808510638298,0.00244042553191489,0.0950413223140496,0.00321487603305785,0.0272206303724928,0.00217191977077364,0.00689473684210526,0.0170491803278689,0.0218181818181818,0.03195,-2.03255795578099,2.94443897916644,-0.653926467406664,3.41772668361337,-0.328504066972036,3.49650756146648,0.245296355955343,3.68887945411394,0.106280628899945,0.46909602605525,0.636160402618273,1.45329524747154
"28","LD753_21","EG753_21","LD753_21","CL216_21","E014_M","delicata","CORT_23_5pg_Topical","23","low","20/02/2022","2021/22","1/01/2022",1,50,51,0.165,9.29,6.18,0.134,18,28,"3/06/2022",30,44,0.486,"LD753_21","10/08/2022",32,53,0.656,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-23,"14:27","3",40,"F","N",44,70,1.86,23,"low",115,"",NA,"2",0.64,5,343.01,"",21,191,72810,"B",0.2455,1.9151,0.2225,28.3911,0.9063,0.1835,0.2024,"",103,171,458,0.0567685589519651,0.00376855895196507,0.116504854368932,0.00341747572815534,0.0394366197183099,0.00387042253521127,0.00744444444444444,0.0162,0.0205,0.0422727272727273,-2.00991547903123,2.89037175789616,-0.721546655081643,3.40119738166216,-0.421594490038048,3.46573590279973,0.62057648772511,3.78418963391826,0.123203301302861,0.457319889986046,0.627758253771907,1.609207038349
"29","LD754_21","EG754_21","LD754_21","CL216_21","E014_M","delicata","C_23_Topical","23","control","20/02/2022","2021/22","1/01/2022",1,50,51,0.161,8.61,6.49,0.131,19,26,"3/06/2022",31,42,0.547,"LD754_21","10/08/2022",33,61,0.72,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-06-06,"9:05","4",78,"M","N",42,71,1.514,23,"control",140,"T2",934.91,"4",0.5,5,202.83,"",22,221,72809,"B",0.254,3.9343,0.3398,11.3306,1.338,0.1646,0.123,"",103,171,472,0.048728813559322,0.00293008474576271,0.116504854368932,0.00403883495145631,0.029810298102981,0.00262059620596206,0.00689473684210526,0.0176451612903226,0.0218181818181818,0.036047619047619,-2.03255795578099,2.94443897916644,-0.603306476560156,3.43398720448515,-0.328504066972036,3.49650756146648,0.414755155015257,3.73766961828337,0.106280628899945,0.47338916450744,0.636160402618273,1.49683161899752
"30","LD755_21","EG755_21","LD755_21","CL216_21","E014_M","delicata","CORT_28_5pg_Topical","28","low","2/02/2022","2021/22","1/01/2022",1,32,33,0.171,9.07,6.25,0.129,19,21,"3/06/2022",32.5,48,0.603,"LD755_21","10/08/2022",38,63,0.899,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-23,"9:15","6",38,"F","N",45,68,2.06,28,"low",123,"",NA,NA,NA,5,132.97,"large liver dilute in 600ul; sample ID 38 redone at 12:30 in 072810, chamber A",19,199,72809,"A",0.4215,1.3543,0.4326,8.2798,1.0264,0.373,0.3635,"large liver dilute in 600ul; sample ID 38 redone at 12:30 in 072810, chamber A",121,189,476,0.0546218487394958,0.00405672268907563,0.111570247933884,0.00391735537190083,0.0352112676056338,0.00410422535211268,0.00678947368421053,0.0185538461538462,0.0236578947368421,0.0457777777777778,-2.04794287462046,2.94443897916644,-0.505838082254952,3.48124008933569,-0.106472244510517,3.63758615972639,0.72270598280149,3.80666248977032,0.104658023878572,0.462552268867959,0.55095204673934,1.67098547835929
"31","LD756_21","EG756_21","LD756_21","CL216_21","E014_M","delicata","C_28_Topical","28","control","4/02/2022","2021/22","1/01/2022",1,34,35,0.18,9.3,6.5,0.115,16,26,"3/06/2022",30,44,0.47,"LD756_21","10/08/2022",33,55,0.739,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-06-01,"13:42","4",74,"F","N",45,68,1.837,28,"control",140,"",NA,NA,NA,5,172.12,"big liver 750ul; chamber failed",26,288,72809,"B",NA,NA,NA,NA,NA,NA,NA,"big liver 750ul; chamber failed",119,187,483,0.0600414078674948,0.00356521739130435,0.117647058823529,0.00298319327731092,0.0412087912087912,0.00375549450549451,0.0071875,0.0156666666666667,0.0223939393939394,0.0408222222222222,-2.16282315061889,2.77258872223978,-0.755022584278033,3.40119738166216,-0.302457358033935,3.49650756146648,0.608133806232989,3.80666248977032,0.138861282414833,0.442264091138769,0.652947968798478,1.4900972445369
"32","LD757_21","EG757_21","LD757_21","CL217_21","E014_M","delicata","CORT_28_10pg_Topical","28","high","3/02/2022","2021/22","1/01/2022",1,33,34,0.105,8.48,5.05,0.106,16,24,NA,NA,NA,NA,"LD757_21",NA,NA,NA,NA,"","DEAD","3/02/2022",0,0,0,0,"","died after hatching; 3/2/22","died after hatching; 3/2/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,188,NA,NA,NA,NA,NA,NA,NA,0.006625,NA,NA,NA,-2.24431618487007,2.77258872223978,NA,NA,NA,NA,NA,NA,0.127993877704107,NA,NA,NA
"33","LD758_21","EG758_21","LD758_21","CL217_21","E014_M","delicata","CORT_28_5pg_Topical","28","low","4/02/2022","2021/22","1/01/2022",1,34,35,0.11,7.78,5.23,0.101,17,24,"3/06/2022",29,43,0.452,"LD758_21","10/08/2022",32,43,0.709,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-22,"14:37","6",31,"M","N",39,58,1.228,28,"low",109,"T1",684.96,NA,NA,4,70.84,"",27,209,72810,"A",0.1526,0.3354,0.0361,2.0937,0.2364,0.1575,0.666,"",119,187,473,0.0465116279069767,0.00238266384778013,0.100840336134454,0.00294957983193277,0.0282485875706215,0.00219209039548023,0.00594117647058824,0.0155862068965517,0.02215625,0.0314871794871795,-2.29263476214088,2.83321334405622,-0.794073099149906,3.36729582998647,-0.34389975245001,3.46573590279973,0.205386829724951,3.66356164612965,0.105993719876411,0.463775307356753,0.678476527323601,1.50161546202618
"34","LD759_21","EG759_21","LD759_21","CL217_21","E014_M","delicata","C_28_Topical","28","control","3/02/2022","2021/22","1/01/2022",1,33,34,0.113,7.7,5.34,0.121,17,26,NA,NA,NA,NA,"LD759_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,188,NA,NA,NA,NA,NA,NA,NA,0.00711764705882353,NA,NA,NA,-2.1119647333854,2.83321334405622,NA,NA,NA,NA,NA,NA,0.126982575297483,NA,NA,NA
"35","LD760_21","EG760_21","LD760_21","CL217_21","E014_M","delicata","C_23_Topical","23","control","22/02/2022","2021/22","1/01/2022",1,52,53,0.114,8.09,5.35,0.138,18,24,"3/06/2022",27.5,42,0.478,"LD760_21","10/08/2022",31,46,0.622,"PR","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,169,NA,NA,NA,0.0940594059405941,0.00336633663366337,NA,NA,0.00766666666666667,0.0173818181818182,0.0200645161290323,NA,-1.98050159382493,2.89037175789616,-0.738144546490681,3.31418600467253,-0.474815186242958,3.43398720448515,NA,NA,0.126881011789513,0.561665741376143,0.646299404279444,NA
"36","LD762_21","EG762_21","LD762_21","CL218_21","E025_M","delicata","CORT_28_5pg_Topical","28","low","3/02/2022","2021/22","5/01/2022",5,29,34,0.156,8.92,5.78,0.122,18,24,NA,NA,NA,NA,"LD762_21",NA,NA,NA,NA,"","DEAD","4/02/2022",0,0,0,0,"","died after hatching; 4/2/22","died after hatching; 4/2/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,188,NA,NA,NA,NA,NA,NA,NA,0.00677777777777778,NA,NA,NA,-2.10373423424888,2.89037175789616,NA,NA,NA,NA,NA,NA,0.112170169842903,NA,NA,NA
"37","LD763_21","EG763_21","LD763_21","CL218_21","E025_M","delicata","CORT_28_10pg_Topical","28","high","4/02/2022","2021/22","5/01/2022",5,30,35,0.151,8.91,5.83,0.12,16,27,"3/06/2022",33,52,0.621,"LD763_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,187,NA,NA,NA,0.142857142857143,0.00421008403361345,NA,NA,0.0075,0.0188181818181818,NA,NA,-2.12026353620009,2.77258872223978,-0.476424197048658,3.49650756146648,NA,NA,NA,NA,0.144898729476348,0.458150996628529,NA,NA
"38","LD764_21","EG764_21","LD764_21","CL218_21","E025_M","delicata","C_23_Topical","23","control","24/02/2022","2021/22","5/01/2022",5,50,55,0.139,8.08,5.94,0.127,18,27,"3/06/2022",28,37,0.409,"LD764_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-05-31,"8:57","4",61,"F","N",43,63,1.597,23,"control",151,"",NA,"2",0.83,5,313.9,"750ul media",19,228,72809,"A",0.2307,1.6593,0.1837,7.8395,0.7963,0.2801,0.3518,"750ul media",99,167,462,0.0541125541125541,0.00318181818181818,0.101010101010101,0.00284848484848485,0.0413223140495868,0.00327272727272727,0.00705555555555556,0.0146071428571429,NA,0.0371395348837209,-2.06356819252355,2.89037175789616,-0.894040122939335,3.3322045101752,NA,NA,0.468126869232875,3.76120011569356,0.116767307951219,0.458983329448466,NA,1.47584587087937
"39","LD765_21","EG765_21","LD765_21","CL218_21","E025_M","delicata","CORT_23_5pg_Topical","23","low","24/02/2022","2021/22","5/01/2022",5,50,55,0.156,8.63,5.63,0.136,18,27,"3/06/2022",30,44,0.482,"LD765_21","10/08/2022",31,43,0.603,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-17,"13:44","7",17,"M","N",40,61,1.278,23,"low",99,"T1",673.03,"1",0.53,5,112.33,"small pellet",22,194,72809,"A",0.3828,1.3667,0.3216,6.873,0.8401,0.3192,0.38,"small pellet",99,167,448,0.0491071428571429,0.00254910714285714,0.121212121212121,0.0034949494949495,0.0286532951289398,0.00228080229226361,0.00755555555555556,0.0160666666666667,0.0194516129032258,0.03195,-1.99510039324608,2.89037175789616,-0.729811164931537,3.40119738166216,-0.505838082254952,3.43398720448515,0.245296355955343,3.68887945411394,0.125042156546187,0.453555940274227,0.626557139518496,1.45329524747154
"40","LD767_21","EG767_21","LD767_21","CL219_21","E004_F120","delicata","CORT_23_10pg_Topical","23","high","24/02/2022","2021/22","5/01/2022",5,50,55,0.177,9.16,6.25,0.122,16,25,"3/06/2022",30,42,0.422,"LD767_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-05-17,"10:04","7",11,"M","N",41,49,1.388,23,"high",124,"T1",1105.05,"1",0.63,5,172.11,"dropped tail; 1000ul of sample bradford",31,198,72810,"A",0.2742,1.7082,0.3107,29.3448,1.1332,0.2267,0.2,"dropped tail; 1000ul of sample bradford",99,167,448,0.0558035714285714,0.00282589285714286,0.141414141414141,0.00303030303030303,0.0315186246418338,0.00276790830945559,0.007625,0.0140666666666667,NA,0.0338536585365854,-2.10373423424888,2.77258872223978,-0.862749964946125,3.40119738166216,NA,NA,0.327863862084613,3.71357206670431,0.147313708300953,0.397096694596937,NA,1.47046225418535
"41","LD768_21","EG768_21","LD768_21","CL219_21","E004_F120","delicata","CORT_23_5pg_Topical","23","low","21/02/2022","2021/22","5/01/2022",5,47,52,0.182,9.24,6,0.138,18,23,"3/06/2022",30,49.5,0.558,"LD768_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",2020-05-22,"14:49","6",34,"F","N",46,71,2.041,23,"low",107,"",NA,"1",0.43,5,140.88,"sample was diluted (see Oro notes)",23,185,72809,"B",0.1455,0.933,0.1764,7.4059,1.2124,0.3831,0.316,"sample was diluted (see Oro notes)",102,170,456,0.0614035087719298,0.00417324561403509,0.117647058823529,0.00411764705882353,0.0451977401129944,0.00418926553672316,0.00766666666666667,0.0186,NA,0.0443695652173913,-1.98050159382493,2.89037175789616,-0.583396316600826,3.40119738166216,NA,NA,0.713439883827708,3.8286413964891,0.126881011789513,0.525070984798794,NA,1.55442663236919
"42","LD769_21","EG769_21","LD769_21","CL219_21","E004_F120","delicata","C_23_Topical","23","control","21/02/2022","2021/22","5/01/2022",5,47,52,0.19,9.9,6.16,0.142,18,27,"3/06/2022",30,46,0.502,"LD769_21","10/08/2022",34,33,0.668,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-19,"14:19","6",26,"M","N",42,60,1.452,23,"control",97,"T1",514.54,"1",0.41,5,58.55,"",21,215,72809,"B",0.2084,1.7299,0.2373,10.8643,1.1386,0.2304,0.2023,"",102,170,453,0.0529801324503311,0.00289183222958057,0.117647058823529,0.00352941176470588,0.0341880341880342,0.00270655270655271,0.00788888888888889,0.0167333333333333,0.0196470588235294,0.0345714285714286,-1.95192822138088,2.89037175789616,-0.689155159290408,3.40119738166216,-0.403467105445491,3.52636052461616,0.372941916402604,3.73766961828337,0.130558722276166,0.472375688833323,0.546249133811014,1.43553468347714
"43","LD770_21","EG770_21","LD770_21","CL219_21","E004_F120","delicata","C_28_Topical","28","control","3/02/2022","2021/22","5/01/2022",5,29,34,0.152,8.15,6.04,0.102,18,27,"3/06/2022",29,46,0.569,"LD770_21","10/08/2022",37,61,0.825,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-17,"13:32","7",15,"F","N",48,70,2.154,28,"control",348,"",NA,"1",0.64,5,183.51,"injected twice",17,421,72810,"A",0.3177,3.203,0.3385,36.9986,1.0656,0.146,0.137,"injected twice",120,188,469,0.0639658848614073,0.00437526652452026,0.0916666666666667,0.00389166666666667,0.0544412607449857,0.00454154727793696,0.00566666666666667,0.0196206896551724,0.0222972972972973,0.044875,-2.28278246569787,2.89037175789616,-0.563874844855806,3.36729582998647,-0.192371892647456,3.61091791264422,0.767326578734197,3.87120101090789,0.0937816174096403,0.583823340455736,0.541802904704188,1.45197165910438
"44","LD771_21","EG771_21","LD771_21","CL219_21","E004_F120","delicata","CORT_28_10pg_Topical","28","high","3/02/2022","2021/22","5/01/2022",5,29,34,0.19,8.45,6.67,0.121,18,26,"3/06/2022",32,45,0.524,"LD771_21","10/08/2022",35,56,0.756,"DCL","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,188,NA,NA,NA,0.116666666666667,0.00335833333333333,NA,NA,0.00672222222222222,0.016375,0.0216,NA,-2.1119647333854,2.89037175789616,-0.646263594661095,3.46573590279973,-0.279713902802604,3.55534806148941,NA,NA,0.11125074222124,0.41818042018057,0.573443828234523,NA
"45","LD772_21","EG772_21","LD772_21","CL219_21","E004_F120","delicata","CORT_28_5pg_Topical","28","low","4/02/2022","2021/22","5/01/2022",5,30,35,0.174,8.85,6.07,0.098,19,24,"3/06/2022",34,42.5,0.649,"LD772_21","10/08/2022",40,51,1.013,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-06-01,"9:08","4",68,"F","N",45,61,1.628,28,"low",168,"",NA,"4",0.41,5,556.56,"",40,327,72810,"B",0.219,1.2129,0.1865,10.2596,0.852,0.3133,0.3678,"",119,187,483,0.0538302277432712,0.00316770186335404,0.126050420168067,0.00463025210084034,0.0302197802197802,0.00268956043956044,0.0051578947368421,0.0190882352941176,0.025325,0.0361777777777778,-2.32278780031156,2.94443897916644,-0.432322562278047,3.52636052461616,0.0129162252665462,3.68887945411394,0.487352267580348,3.80666248977032,0.0795076460472871,0.443674923366887,0.543498092429451,1.32056522270336
"46","LD774_21","EG774_21","LD774_21","CL220_21","E019_M","delicata","CORT_28_10pg_Topical","28","high","3/02/2022","2021/22","5/01/2022",5,29,34,0.158,8.27,6.17,0.112,17,22,"3/06/2022",27.7,38,0.406,"LD774_21","10/08/2022",29,40,0.488,"DCL","ALIVE",NA,0,0,0,0,"","","",2020-05-17,"10:08","7",12,"M","N",37,59,1.255,28,"high",141,"T1",795.31,"1",0.51,5,155.45,"1000ul sample for bradford",20,207,72810,"B",0.4678,2.2267,0.382,28.4375,0.8165,0.2918,0.3573,"1000ul sample for bradford",120,188,469,0.0426439232409382,0.00243710021321962,0.0891666666666667,0.00245,0.026647564469914,0.00243266475644699,0.00658823529411765,0.0146570397111913,0.0168275862068966,0.0339189189189189,-2.18925640768704,2.83321334405622,-0.901402119380404,3.32143241319329,-0.71743987312899,3.36729582998647,0.227135572583747,3.61091791264422,0.117537590358001,0.468319512911688,0.602795147314206,1.78476175655941
"47","LD775_21","EG775_21","LD775_21","CL220_21","E019_M","delicata","C_23_Topical","23","control","20/02/2022","2021/22","5/01/2022",5,46,51,0.165,8.11,6.32,0.122,16,23,"3/06/2022",27,35,0.35,"LD775_21","10/08/2022",27,38,0.4,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-17,"13:48","6",18,"F","N",40,68,1.277,23,"control",113,"",NA,"1",0.58,5,99.28,"",19,183,72809,"B",0.1913,1.1773,0.2471,12.4246,1.2917,0.2461,0.1905,"",103,171,452,0.0530973451327434,0.00255530973451327,0.106796116504854,0.00221359223300971,0.0372492836676218,0.00265616045845272,0.007625,0.012962962962963,0.0148148148148148,0.031925,-2.10373423424888,2.77258872223978,-1.04982212449868,3.29583686600433,-0.916290731874155,3.29583686600433,0.244513577050402,3.68887945411394,0.147313708300953,0.430983930643937,0.594683158893801,1.45215808374113
"48","LD779_21","EG779_21","LD779_21","CL221_21","E018_M","delicata","CORT_23_5pg_Topical","23","low","27/02/2022","2021/22","7/01/2022",7,51,58,0.145,7.83,5.92,0.127,18,27,"3/06/2022",25.5,34,0.318,"LD779_21",NA,NA,NA,NA,"","ALIVE",NA,0,0,0,0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,164,NA,NA,NA,0.078125,0.00198958333333333,NA,NA,0.00705555555555556,0.0124705882352941,NA,NA,-2.06356819252355,2.89037175789616,-1.14570389620196,3.23867845216438,NA,NA,NA,NA,0.116767307951219,0.453095262566056,NA,NA
"49","LD780_21","EG780_21","LD780_21","CL221_21","E018_M","delicata","CORT_28_10pg_Topical","28","high","6/02/2022","2021/22","7/01/2022",7,30,37,0.131,8.12,5.5,0.123,18,26,"3/06/2022",30,43,0.537,"LD780_21","10/08/2022",32,47,0.708,"PR","ALIVE",NA,0,0,0,0,"","","",2020-05-25,"8:54","3",47,"M","N",40,65,1.379,28,"high",127,"T1",729.06,"2",0.3,5,147.45,"new MIR05 starts here",23,229,72810,"A",0.4011,1.7662,0.3339,4.8192,0.8325,0.4027,0.4837,"new MIR05 starts here; anitA measure has two dips",117,185,474,0.0464135021097046,0.00264978902953587,0.102564102564103,0.00353846153846154,0.0280112044817927,0.00235854341736695,0.00683333333333333,0.0179,0.022125,0.034475,-2.09557092360972,2.89037175789616,-0.621757184473272,3.40119738166216,-0.345311185288417,3.46573590279973,0.321358598811165,3.68887945411394,0.113089597464566,0.505310248811742,0.677519578766022,1.56814878424355
