Egg_ID,bd_liz_id,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,mortality,liz_status,season,date_egg_laid_(day/m/year)),date_egg_laid_(year/m/day),hatch_date_(year/m/day),Hatch_data_(day/m/year),egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,X.reduction,bd_mass_orig,bd_svl_orig_mm,bd_tail_orig_mm,bd_totl_orig,notes,feeding_expt,metabolism,behaviour,feed_date_start,metab_start_date,growth,albumin,
EG147,LD609,"""3100""",Box 1.21,m,CL55,E14,E018_M,E018_M,delicata,C-28,0,ALIVE,2019/20,,19/12/12,20/1/13,,0.144,7.38,5.31,NA,20/1/13,0.084,16.791,21.658,38.449,Re-did length photograph on 15.01.20 (wasn't done properly first time),NA,NA,NA,NA,NA,NA,0,
EG146,LD608,"""4420""",Box 1.21,m,CL55,E14,E010_M,E010_M,delicata,A-28,0,ALIVE,2019/20,,19/12/12,20/1/13,,0.15,8.03,5.82,0.125,20/1/13,0.07,15.718,20.719,36.437,Re-did length photograph on 15.01.20 (wasn't done properly first time),NA,NA,NA,NA,NA,NA,0,
EG059,LD607,"""13(234)0""",Box 1.21,m,CL028,E6,E018_M,E018_M,delicata,C-23,0,ALIVE,2019/20,,19/11/24,20/1/09,,0.116,8.2,4.76,NA,20/1/09,0.099,17.471,23.716,41.187,eggs not stuck together,NA,NA,NA,NA,NA,NA,0,
EG046,LD606,"""5034""",Box 1.21,f,CL023,E8,E016_M,E016_M,delicata,C-23,0,ALIVE,2019/20,,19/11/24,20/1/09,,0.127,8.17,4.93,NA,20/1/09,0.117,19.82,25.546,45.366,,NA,NA,NA,NA,NA,NA,0,
EG053,LD604,"""4305""",Box 1.21,f,CL025,E7,E015_M,NA,delicata,C-23,1,DEAD,2019/20,,19/11/24,20/1/09,,0.124,8.18,5.11,NA,20/1/09,0.095,17.872,23.932,41.804,"single egg, 20/10/21",NA,NA,NA,NA,NA,NA,0,
EG004,LD572,NA,,NA,CL001,E13,NA,,delicata,C-28,1,DEAD,2019/20,,19/11/11,19/12/12,,0.099,8.11,4.96,NA,19/12/12,0.071,16.676,20.907,37.583,bump on head; Died  (17/2/20),NA,NA,NA,NA,NA,NA,0,
EG070,LG003,NA,,NA,CL32,E12,NA,,delicata,C-28,0,MISSING,2019/20,,19/11/26,19/12/27,,0.144,8.72,5.31,NA,19/12/27,0.152,18.102,25.781,43.883,eggs stuck together,NA,NA,NA,NA,NA,NA,0,
EG116,NA,NA,,NA,CL44,E13,NA,,delicata,C-28,0,NA,2019/20,,19/12/03,NA,,0.122,7.27,5.34,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG130,NA,NA,,NA,CL49,E8,NA,,delicata,C-28,1,NA,2019/20,,19/12/08,NA,,0.129,7.52,5.84,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG160,NA,NA,,NA,CL60,E17,NA,,delicata,C-28,0,NA,2019/20,,19/12/19,NA,,0.115,9.86,6.18,NA,NA,NA,NA,NA,NA,very shriveled egg,NA,NA,NA,NA,NA,NA,0,
EG165,NA,NA,,NA,CL63,E50,NA,,delicata,C-28,1,NA,2019/20,,20/1/09,NA,,0.132,8.38,5.47,NA,NA,NA,NA,NA,NA,died 19 Jan 2020,NA,NA,NA,NA,NA,NA,0,
EG171,NA,NA,,NA,CL65,E59,NA,,delicata,C-28,1,NA,2019/20,,20/1/09,NA,,0.123,8.64,5.61,NA,NA,NA,NA,NA,NA,EXCLUDE FROM EXPERIMENT. Left on lab bench for 5 days. same tub but three separate clutches by the looks of it,NA,NA,NA,NA,NA,NA,0,
EG177,NA,NA,,NA,CL67,E50,NA,,delicata,C-28,1,NA,2019/20,,20/1/15,NA,,0.115,8.47,5.42,NA,NA,NA,NA,NA,NA,egg dissected; no embryo. Must have died early,NA,NA,NA,NA,NA,NA,0,
EG138,LD602,"""2224""",Box 1.21,m,CL52,E14,E017_M,,delicata,C-28,0,ALIVE,2019/20,,19/12/08,20/1/09,,0.104,8.4,4.86,NA,20/1/09,0.087,17.779,24.703,42.482,,NA,NA,NA,NA,NA,NA,0,
EG064,LD601,"""1012""",Box 1.21,f,CL30,E7,E008_M,,delicata,A-23,0,ALIVE,2019/20,,19/11/24,20/1/09,,0.116,7.38,5.38,0.097,20/1/09,0.076,16.403,20.261,36.664,,NA,NA,NA,NA,NA,NA,0,
EG077,LG021,NA,,m,CL33,E12,NA,,guichenoti,A-23,0,ALIVE,2019/20,,19/11/26,20/1/16,,0.185,8.62,5.86,0.166,20/1/16,0.135,19.359,25.743,45.102,,NA,NA,NA,NA,NA,NA,0,
EG131,LD600,"""2(12)04""",Box 1.21,f,CL49,E8,E016_M,E016_M,delicata,C-28,0,ALIVE,2019/20,,19/12/08,20/1/07,,0.138,7.54,5.97,NA,20/1/07,0.088,18.101,22.915,41.016,,NA,NA,NA,NA,NA,NA,0,
EG082,LG018,NA,,NA,CL35,E10,NA,,guichenoti,A-23,1,DEAD,2019/20,,19/11/26,20/1/15,,0.171,9.09,6.05,0.148,20/1/15,0.134,18.854,25.364,44.218,eggs stuck together,NA,NA,NA,NA,NA,NA,0,
EG105,LG026,NA,,NA,CL41,E10,NA,,guichenoti,A-23,1,DEAD,2019/20,,19/12/01,20/1/19,,0.164,8.26,6.03,0.136,20/1/19,0.124,18.466,22.331,40.797,mostly water,NA,NA,NA,NA,NA,NA,0,
EG135,LG035,NA,,NA,CL51,E10,NA,,guichenoti,A-23,1,DEAD,2019/20,,19/12/08,20/1/28,,0.172,8.79,5.89,0.146,20/1/28,0.132,18.486,19.965,0,hatched with no tail; was labelled as LG032,NA,NA,NA,NA,NA,NA,0,
EG087,LG023,NA,,NA,CL36,E1,NA,,guichenoti,A-23,0,MISSING,2019/20,,19/11/26,20/1/17,,0.192,10.17,6.06,0.162,20/1/17,0.158,19.017,24.288,43.305,,NA,NA,NA,NA,NA,NA,0,
EG006,NA,NA,,NA,CL003,E16,NA,,guichenoti,A-23,1,NA,2019/20,,19/11/12,NA,,0.149,9.02,5.29,0.134,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG014,NA,NA,,NA,CL009,E4,NA,,guichenoti,A-23,1,NA,2019/20,,19/11/18,NA,,0.091,8.18,4.66,0.078,NA,NA,NA,NA,NA,infertile,NA,NA,NA,NA,NA,NA,0,
EG017,NA,NA,,NA,CL011,E9,NA,,guichenoti,A-23,1,NA,2019/20,,19/11/18,NA,,0.133,7.64,5.72,0.115,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG080,NA,NA,,NA,CL34,E8,NA,,guichenoti,A-23,1,NA,2019/20,,19/11/26,NA,,0.183,8.87,5.84,0.174,NA,NA,NA,NA,NA,egg not stuck together but right next to other two,NA,NA,NA,NA,NA,NA,0,
EG103,NA,NA,,NA,CL40,E5,NA,,guichenoti,A-23,1,NA,2019/20,,19/12/01,NA,,0.154,8.24,5.71,0.125,NA,NA,NA,NA,NA,"good one; yolk; Egg died and dissected, no apparent embryo",NA,NA,NA,NA,NA,NA,0,
EG124,NA,NA,,NA,CL48,E1,NA,,guichenoti,A-23,1,NA,2019/20,,19/12/05,NA,,0.209,9.67,6,0.184,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG143,NA,NA,,NA,CL54,E16,NA,,guichenoti,A-23,1,NA,2019/20,,19/12/08,NA,,0.118,8.33,5.09,0.097,NA,NA,NA,NA,NA,bad one; stuck and may have got embryo,NA,NA,NA,NA,NA,NA,0,
EG152,NA,NA,,NA,CL57,E11,NA,,guichenoti,A-23,1,NA,2019/20,,19/12/17,NA,,0.178,9.04,5.71,0.146,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG032,LD599,"""3120""",Box 1.21,f,CL018,E7,E007_M,E007_M,delicata,A-23,0,ALIVE,2019/20,,19/11/20,20/1/06,,0.115,8.82,4.91,0.096,20/1/06,0.125,18.875,22.893,41.768,,NA,NA,NA,NA,NA,NA,0,
EG033,LD598,"""3305""",Box 1.21,f,CL018,E7,E018_M,E018_M,delicata,C-23,0,ALIVE,2019/20,,19/11/20,20/1/06,,0.11,7.99,4.82,NA,20/1/06,0.107,17.24,24.16,41.4,,NA,NA,NA,NA,NA,NA,0,
EG028,LD597,"""33(234)(12)""",Box 1.21,f,CL017,E6,E019_M,E019_M,delicata,C-23,0,ALIVE,2019/20,,19/11/20,20/1/06,,0.118,8.45,5,NA,20/1/06,0.107,16.393,21.771,38.164,,NA,NA,NA,NA,NA,NA,0,
EG127,LD595,"""5555""",Box 1.21,m,CL49,E8,E011_M,E011_M/E024_M,delicata,A-28,0,ALIVE,2019/20,,19/12/08,20/1/06,,0.139,7.66,5.83,0.115,20/1/06,0.081,17.199,22.432,39.631,,NA,NA,NA,NA,NA,NA,0,
EG016,NA,NA,,NA,CL010,E5,NA,,guichenoti,A-28,1,NA,2019/20,,19/11/18,NA,,0.141,8.17,5.06,0.12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG036,NA,NA,,NA,CL019,E12,NA,,guichenoti,A-28,1,NA,2019/20,,19/11/22,NA,,0.173,8.94,6.09,0.151,NA,NA,NA,NA,NA,eggs stuck together,NA,NA,NA,NA,NA,NA,0,
EG038,NA,NA,,NA,CL020,E10,NA,,guichenoti,A-28,1,NA,2019/20,,19/11/22,NA,,0.178,8.74,6.06,0.152,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG052,NA,NA,,NA,CL024,E10,NA,,guichenoti,A-28,1,NA,2019/20,,19/11/24,NA,,0.164,9.69,4.73,0.136,NA,NA,NA,NA,NA,died 19 Jan 2020,NA,NA,NA,NA,NA,NA,0,
EG069,NA,NA,,NA,CL31,E9,NA,,guichenoti,A-28,1,NA,2019/20,,19/11/26,NA,,0.177,8.67,5.78,0.153,NA,NA,NA,NA,NA,died 19 Jan 2020,NA,NA,NA,NA,NA,NA,0,
EG074,NA,NA,,NA,CL33,E12,NA,,guichenoti,A-28,0,NA,2019/20,,19/11/26,NA,,0.16,8.59,5.64,0.141,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG075,NA,NA,,NA,CL33,E12,NA,,guichenoti,A-28,1,NA,2019/20,,19/11/26,NA,,0.19,8.8,6.09,0.173,NA,NA,NA,NA,NA,died 19 Jan 2020,NA,NA,NA,NA,NA,NA,0,
EG079,NA,NA,,NA,CL34,E8,NA,,guichenoti,A-28,1,NA,2019/20,,19/11/26,NA,,0.178,9.19,6.14,0.162,NA,NA,NA,NA,NA,eggs stuck together; died 22.2.20,NA,NA,NA,NA,NA,NA,0,
EG107,NA,NA,,NA,CL42,E1,NA,,guichenoti,A-28,1,NA,2019/20,,19/12/01,NA,,0.169,8.87,6.01,0.142,NA,NA,NA,NA,NA,water; but small yolk; maybe embryo,NA,NA,NA,NA,NA,NA,0,
EG117,NA,NA,,NA,CL45,E4,NA,,guichenoti,A-28,1,NA,2019/20,,19/12/05,NA,,0.188,10.1,5.98,0.151,NA,NA,NA,NA,NA,Mortality not fair. Vermiculite dried out and far too little in the container,NA,NA,NA,NA,NA,NA,0,
EG125,NA,NA,,NA,CL48,E1,NA,,guichenoti,A-28,1,NA,2019/20,,19/12/05,NA,,0.187,10.31,5.49,0.16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG149,NA,NA,,NA,CL56,E11,NA,,guichenoti,A-28,1,NA,2019/20,,19/12/15,NA,,0.166,9.3,5.45,0.141,NA,NA,NA,NA,NA,good ablation; egg a bit shriveled,NA,NA,NA,NA,NA,NA,0,
EG151,NA,NA,,NA,CL57,E11,NA,,guichenoti,A-28,1,NA,2019/20,,19/12/17,NA,,0.175,8.66,5.83,0.156,NA,NA,NA,NA,NA,Egg died and dissected; embryos nearly flly formed,NA,NA,NA,NA,NA,NA,0,
EG154,NA,NA,,NA,CL58,E12,NA,,guichenoti,A-28,1,NA,2019/20,,19/12/17,NA,,0.151,7.6,5.98,0.124,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG027,LD594,"""5400""",Box 1.20,m,CL017,E6,E008_M,E018_M,delicata,A-23,0,ALIVE,2019/20,,19/11/20,20/1/06,,0.113,8.25,4.92,0.095,20/1/06,0.09,16.538,20.217,36.755,,NA,NA,NA,NA,NA,NA,0,
EG120,LD593,"""2553""",Box 1.21,f,CL47,E14,E010_M,E010_M,delicata,A-23,0,ALIVE,2019/20,,19/12/05,20/1/06,,0.146,8.1,5.56,0.118,20/1/06,0.084,17.797,22.96,40.757,,NA,NA,NA,NA,NA,NA,0,
EG121,LD592,"""1302""",Box 1.21,f,CL47,E14,E014_M,E014_M,delicata,C-28,0,ALIVE,2019/20,,19/12/05,20/1/06,,0.131,7.69,5.49,NA,20/1/06,0.098,16.825,26.499,43.324,,NA,NA,NA,NA,NA,NA,0,
EG111,LD591,"""1225""",Box 1.21,f,CL43,E6,E017_M,,delicata,C-28,0,ALIVE,2019/20,,19/12/01,20/1/01,,0.117,8.45,4.94,NA,20/1/01,0.101,17.625,23.317,40.942,,NA,NA,NA,NA,NA,NA,0,
EG001,LD588,"""2051""",Box 1.21,m,CL001,E13,E013_M,E013_M,delicata,C-23,0,ALIVE,2019/20,,19/11/11,19/12/29,,0.116,8.68,4.87,NA,19/12/29,0.105,16.486,22.496,38.982,,NA,NA,NA,NA,NA,NA,0,
EG099,LD587,"""1020""",Box 1.21,f,CL38,E6,E013_M,,delicata,C-28,0,ALIVE,2019/20,,19/11/27,19/12/29,,0.105,7.79,4.84,NA,19/12/29,0.095,17.581,23.257,40.838,eggs together,NA,NA,NA,NA,NA,NA,0,
EG108,LG028,NA,,m,CL42,E1,NA,,guichenoti,C-23,0,ALIVE,2019/20,,19/12/01,20/1/22,,0.173,9.21,5.97,NA,20/1/22,0.141,16.965,21.909,38.874,,NA,NA,NA,NA,NA,NA,0,
EG118,LG030,NA,,NA,CL45,E4,NA,,guichenoti,C-23,1,DEAD,2019/20,,19/12/05,20/1/23,,0.185,9.49,5.97,NA,20/1/23,0.148,19.08,24.304,43.384,found dead 25/01/20,NA,NA,NA,NA,NA,NA,0,
EG007,NA,NA,,NA,CL004,E2,NA,,guichenoti,C-23,1,NA,2019/20,,19/11/12,NA,,0.098,7.65,5.37,NA,NA,NA,NA,NA,NA,egg slightly collapsed when found,NA,NA,NA,NA,NA,NA,0,
EG018,NA,NA,,NA,CL011,E9,NA,,guichenoti,C-23,1,NA,2019/20,,19/11/18,NA,,0.126,8.43,5.42,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG068,NA,NA,,NA,CL31,E9,NA,,guichenoti,C-23,1,NA,2019/20,,19/11/26,NA,,0.184,9.67,6.01,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG081,NA,NA,,NA,CL35,E10,NA,,guichenoti,C-23,1,NA,2019/20,,19/11/26,NA,,0.178,9.39,5.56,NA,NA,NA,NA,NA,NA,eggs stuck together,NA,NA,NA,NA,NA,NA,0,
EG083,NA,NA,,NA,CL35,E10,NA,,guichenoti,C-23,1,NA,2019/20,,19/11/26,NA,,0.162,9.82,5.54,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG119,NA,NA,,NA,CL46,E10,NA,,guichenoti,C-23,1,NA,2019/20,,19/12/05,NA,,0.135,7.61,6.24,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG126,NA,NA,,NA,CL48,E1,NA,,guichenoti,C-23,1,NA,2019/20,,19/12/05,NA,,0.17,9.22,5.57,NA,NA,NA,NA,NA,NA,died 19 Jan 2020,NA,NA,NA,NA,NA,NA,0,
EG089,LD586,"""0310""",Box 1.21,f,CL37,E13,E017_M,E007_M,delicata,C-28,0,ALIVE,2019/20,,19/11/27,19/12/29,,0.101,8.24,4.89,NA,19/12/29,0.102,17.543,25.289,42.832,most likely multiple clutches but all eggs laid close together,NA,NA,NA,NA,NA,NA,0,
EG095,LD585,"""0340""",Box 1.21,f,CL37,E13,E012_M,,delicata,C-28,0,ALIVE,2019/20,,19/11/27,19/12/27,,0.096,7.96,4.99,NA,19/12/27,0.09,17.678,22.854,40.532,most likely multiple clutches but all eggs laid close together,NA,NA,NA,NA,NA,NA,0,
EG102,LD584,"""11(235)0""",Box 1.21,m,CL39,E12,E014_M,E004_F120,delicata,C-28,0,ALIVE,2019/20,,19/11/27,19/12/26,,0.125,7.65,4.89,NA,19/12/26,0.098,17.911,24.343,42.254,eggs together,NA,NA,NA,NA,NA,NA,0,
EG100,LD583,"""2(23)01""",Box 1.21,m,CL39,E12,E011_M,E011_M/E024_M,delicata,A-28,0,ALIVE,2019/20,,19/11/27,19/12/25,,0.114,7.59,4.95,0.095,19/12/25,0.069,16.229,21.104,37.333,eggs together,NA,NA,NA,NA,NA,NA,0,
EG065,LD582,"""0214""",Box 1.21,f,CL30,E7,E014_M,E014_M,delicata,C-28,0,ALIVE,2019/20,,19/11/24,19/12/22,,0.102,8.25,4.69,NA,19/12/22,0.101,18.276,25.204,43.48,photo has incorrect ID number LD0572 (use matching date instead),NA,NA,NA,NA,NA,NA,0,
EG050,LD581,"""0351""",Box 1.21,m,CL023,E8,E017_M,E007_M,delicata,C-28,0,ALIVE,2019/20,,19/11/24,19/12/22,,0.123,8.06,4.9,NA,19/12/22,0.128,19.06,26.303,45.363,,NA,NA,NA,NA,NA,NA,0,
EG056,LD580,"""0104""",Box 1.21,f,CL027,E6,E015_M,E015_M,delicata,C-28,0,ALIVE,2019/20,,19/11/24,19/12/23,,0.128,8.88,4.98,NA,19/12/23,0.112,20.092,26.738,48.707,might be recorded on the camera as photographed as LD0576,NA,NA,NA,NA,NA,NA,0,
EG061,LD579,"""0402""",Box 1.21,f,CL029,E15,E012_M,,delicata,C-28,0,ALIVE,2019/20,,19/11/24,19/12/22,,0.102,8.59,4.43,NA,19/12/22,0.097,16.728,22.551,39.279,,NA,NA,NA,NA,NA,NA,0,
EG044,LD578,"""4100""",Box 1.21,f,CL022,E7,E007_M,,delicata,A-28,0,ALIVE,2019/20,,19/11/24,19/12/21,,0.129,7.02,4.93,0.103,19/12/21,0.091,17.436,20.478,37.914,,NA,NA,NA,NA,NA,NA,0,
EG043,LD576,"""2(34)33""",Box 1.21,f,CL022,E7,E017_M,E007_M,delicata,C-28,0,ALIVE,2019/20,,19/11/24,19/12/21,,0.126,7.81,4.93,NA,19/12/21,0.096,17.176,25.033,42.209,,NA,NA,NA,NA,NA,NA,0,
EG008,NA,NA,,NA,CL005,E4,NA,,guichenoti,C-28,1,NA,2019/20,,19/11/15,NA,,0.069,NA,NA,NA,NA,NA,NA,NA,NA,probably infertile,NA,NA,NA,NA,NA,NA,0,
EG019,NA,NA,,NA,CL011,E9,NA,,guichenoti,C-28,1,NA,2019/20,,19/11/18,NA,,0.141,9.31,5.35,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG037,NA,NA,,NA,CL020,E10,NA,,guichenoti,C-28,1,NA,2019/20,,19/11/22,NA,,0.176,8.74,5.59,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG076,NA,NA,,NA,CL33,E12,NA,,guichenoti,C-28,1,NA,2019/20,,19/11/26,NA,,0.132,9.72,4.48,NA,NA,NA,NA,NA,NA,quite deflated upon collection,NA,NA,NA,NA,NA,NA,0,
EG132,NA,NA,,NA,CL50,E1,NA,,guichenoti,C-28,1,NA,2019/20,,19/12/08,NA,,0.087,9.18,4.24,NA,NA,NA,NA,NA,NA,shrivelled; may not survive,NA,NA,NA,NA,NA,NA,0,
EG162,NA,NA,,NA,CL62,E13,NA,,guichenoti,C-28,1,NA,2019/20,,20/1/05,NA,,0.104,8.18,4.74,NA,NA,NA,NA,NA,NA,shriveled a bit; died 5/2/2020,NA,NA,NA,NA,NA,NA,0,
EG031,LD575,"""0020""",Box 1.21,m,CL018,E7,E012_M,,delicata,C-28,0,ALIVE,2019/20,,19/11/20,19/12/17,,0.114,8.58,5.08,NA,19/12/17,0.12,17.15,24.492,41.642,,NA,NA,NA,NA,NA,NA,0,
EG030,LD574,"""3500""",Box 1.21,m,CL018,E7,E009_M,E009_M,delicata,A-28,1,DEAD,2019/20,,19/11/20,19/12/17,,0.131,8.14,5.21,0.115,19/12/17,0.101,17.732,24.496,42.228,dead 18/10/2022,NA,NA,NA,NA,NA,NA,0,
EG010,NA,NA,,NA,CL007,E12,NA,,NA,A-23,1,NA,2019/20,,19/11/18,NA,,0.176,9.39,5.93,0.15,NA,NA,NA,NA,NA,eggs not stuck together,NA,NA,NA,NA,NA,NA,0,
EG021,NA,NA,,NA,CL012,E8,NA,,NA,A-28,1,NA,2019/20,,19/11/18,NA,,0.115,7.74,5.29,0.092,NA,NA,NA,NA,NA,"think guich, eggs not stuck together",NA,NA,NA,NA,NA,NA,0,
EG022,NA,NA,,NA,CL013,E8,NA,,NA,A-28,1,NA,2019/20,,19/11/18,NA,,0.122,7.86,5.46,0.081,NA,NA,NA,NA,NA,"think deli, eggs stuck together",NA,NA,NA,NA,NA,NA,0,
EG011,NA,NA,,NA,CL007,E12,NA,,NA,C-23,1,NA,2019/20,,19/11/18,NA,,0.177,8.87,5.8,NA,NA,NA,NA,NA,NA,eggs not stuck together,NA,NA,NA,NA,NA,NA,0,
EG025,NA,NA,,NA,CL015,E12,NA,,NA,C-23,1,NA,2019/20,,19/11/20,NA,,0.168,9.43,5.71,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
EG012,NA,NA,,NA,CL007,E12,NA,,NA,C-28,1,NA,2019/20,,19/11/18,NA,,0.179,9.21,6,NA,NA,NA,NA,NA,NA,eggs not stuck together,NA,NA,NA,NA,NA,NA,0,
EG020,NA,NA,,NA,CL012,E8,NA,,NA,C-28,1,NA,2019/20,,19/11/18,NA,,0.127,8.17,5.43,NA,NA,NA,NA,NA,NA,"think guich,eggs not stuck together",NA,NA,NA,NA,NA,NA,0,
EG023,NA,NA,,NA,CL013,E8,NA,,NA,C-28,1,NA,2019/20,,19/11/18,NA,,0.121,7.75,5.37,NA,NA,NA,NA,NA,NA,"think deli, eggs stuck together",NA,NA,NA,NA,NA,NA,0,
EG029,LD573,"""0005""",Box 1.21,m,CL017,E6,E012_M,,delicata,C-28,0,ALIVE,2019/20,,19/11/20,19/12/17,,0.118,8.54,4.54,NA,19/12/17,0.106,17.784,24.733,42.517,,NA,NA,NA,NA,NA,NA,0,
NA,LD159_MQ,"""(34)000""",,f,NA,NA,E024_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD158_MQ,"""3320""",,f,NA,NA,E031_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD157_MQ,"""1501""",,f,NA,NA,E031_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD156_MQ,"""2452""",Box 1.25,f,NA,NA,E031_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD155_MQ,"""0205""",,f,NA,NA,E030_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD154_MQ,"""0043""",,f,NA,NA,E030_M,,delicata,NA,1,DEAD,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD153_MQ,"""00(234)0""",,m,NA,NA,E031_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD152_MQ,"""0000""",,m,NA,NA,E031_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD151_MQ,"""1224""",,m,NA,NA,E030_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD150_MQ,"""3512""",,f,NA,NA,E030_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD149_MQ,"""0000""",,m,NA,NA,E030_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD148_MQ,"""0412""",,m,NA,NA,E029_m,E029_m,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD147_MQ,"""0004""",,f,NA,NA,E029_m,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD146_MQ,"""11(13)(134)""",,m,NA,NA,E029_m,E026_M,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD145_MQ,"""3020""",,m,NA,NA,E028_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD144_MQ,"""5004""",,m,NA,NA,E028_M,E028_M,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD143_MQ,"""0025""",,f,NA,NA,E029_m,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD142_MQ,"""0000""",,f,NA,NA,E029_m,E029_m,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD141_MQ,"""3000""",,m,NA,NA,E027_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD140_MQ,"""2040""",,f,NA,NA,E028_M,E028_M,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD139_MQ,"""no rigth front leg""",,m,NA,NA,E027_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD138_MQ,"""0000""",,f,NA,NA,E028_M,E028_M,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
NA,LD137_MQ,"""030(34)""",,f,NA,NA,E028_M,,delicata,NA,0,ALIVE,<2018,,20/9/17,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,
